Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13030,2018,Bangladesh,"Foreign Affairs, Trade and Development Canada (DFATD)",6056958.136
13030,2018,Bangladesh,"Foreign, Commonwealth and Development Office",16876107.24
13030,2018,Bangladesh,Ministry of Foreign Affairs of the Netherlands,395933.6465
13030,2018,Bangladesh,Options Consultancy Services,18169.61839
13030,2018,Bangladesh,Stichting Simavi,
13030,2018,Bangladesh,U.S. Agency for International Development,13561064.21
13030,2018,Benin,Bill and Melinda Gates Foundation,6507840.839
13030,2018,Benin,Cordaid,644273.7463
13030,2018,Benin,"Foreign Affairs, Trade and Development Canada (DFATD)",3984987.842
13030,2018,Benin,U.S. Agency for International Development,6786532.98
13030,2018,Bhutan,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Bolivia (Plurinational State of),Bill and Melinda Gates Foundation,2100.704
13030,2018,Bolivia (Plurinational State of),DFAT / Irish Aid,32737.002
13030,2018,Bolivia (Plurinational State of),"Foreign Affairs, Trade and Development Canada (DFATD)",1250977.944
13030,2018,Bolivia (Plurinational State of),Frontline AIDS,1250
13030,2018,Bolivia (Plurinational State of),Ministry for Foreign Affairs of Finland,58980.48
13030,2018,Bolivia (Plurinational State of),U.S. Agency for International Development,-422201.5
13030,2018,Botswana,Frontline AIDS,1250
13030,2018,Brazil,World Bank,-1647200
13030,2018,Bulgaria,International Planned Parenthood Federation,21000498.55
13030,2018,Burkina Faso,AFD,611426.25
13030,2018,Burkina Faso,Bill and Melinda Gates Foundation,24573622.37
13030,2018,Burkina Faso,European Commission - International Partnerships,1239280.868
13030,2018,Burkina Faso,"Foreign Affairs, Trade and Development Canada (DFATD)",4542046.771
13030,2018,Burkina Faso,Frontline AIDS,1250
13030,2018,Burkina Faso,International Development Research Centre,236509.0726
13030,2018,Burkina Faso,U.S. Agency for International Development,-500000
13030,2018,Burkina Faso,World Bank,7662287.42
13030,2018,Burundi,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Burundi,European Commission - International Partnerships,177299.7299
13030,2018,Burundi,"Foreign Affairs, Trade and Development Canada (DFATD)",80251.35573
13030,2018,Burundi,Frontline AIDS,13450.07375
13030,2018,Burundi,International Planned Parenthood Federation,10119212.46
13030,2018,Burundi,U.S. Agency for International Development,4781960.22
13030,2018,Cambodia,Bill and Melinda Gates Foundation,2100.704
13030,2018,Cambodia,Frontline AIDS,2543.125
13030,2018,Cambodia,U.S. Agency for International Development,5424367.87
13030,2018,Cameroon,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Cameroon,Cordaid,1560993.043
13030,2018,Cameroon,"Foreign Affairs, Trade and Development Canada (DFATD)",908676.75
13030,2018,Cameroon,International Planned Parenthood Federation,1611038.42
13030,2018,Cameroon,U.S. Agency for International Development,19041.84
13030,2018,Canada,"Foreign Affairs, Trade and Development Canada (DFATD)",12513.63159
13030,2018,Central African Republic (the),Bill and Melinda Gates Foundation,2205.7392
13030,2018,Central African Republic (the),Cordaid,1382332.326
13030,2018,"Central Asia, regional",International Planned Parenthood Federation,84876.08136
13030,2018,Chad,AFD,1022248.273
13030,2018,Chad,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Chad,International Planned Parenthood Federation,2656036.313
13030,2018,Chad,International Rescue Committee Inc.,66535.8528
13030,2018,China,Frontline AIDS,11509.735
13030,2018,Colombia,"Foreign Affairs, Trade and Development Canada (DFATD)",1280015.626
13030,2018,Colombia,UNICEF,42420.855
13030,2018,Comoros (the),Bill and Melinda Gates Foundation,2100.704
13030,2018,Congo (the),Bill and Melinda Gates Foundation,1141814.864
13030,2018,Congo (the Democratic Republic of the),Bill and Melinda Gates Foundation,42532313.06
13030,2018,Congo (the Democratic Republic of the),Cordaid,2960081.573
13030,2018,Congo (the Democratic Republic of the),"Foreign Affairs, Trade and Development Canada (DFATD)",7454123.609
13030,2018,Congo (the Democratic Republic of the),"Foreign, Commonwealth and Development Office",2056708.151
13030,2018,Congo (the Democratic Republic of the),International Planned Parenthood Federation,8936473.655
13030,2018,Congo (the Democratic Republic of the),Ministry of Foreign Affairs of the Netherlands,1575636.585
13030,2018,Congo (the Democratic Republic of the),U.S. Agency for International Development,11725875.19
13030,2018,Congo (the Democratic Republic of the),Women's Refugee Commission,1056
13030,2018,Côte d'Ivoire,Bill and Melinda Gates Foundation,11856191.39
13030,2018,Côte d'Ivoire,"Foreign Affairs, Trade and Development Canada (DFATD)",4920359.2
13030,2018,Côte d'Ivoire,Frontline AIDS,1738.44625
13030,2018,Côte d'Ivoire,International Planned Parenthood Federation,924823.136
13030,2018,Côte d'Ivoire,UNICEF,44013.636
13030,2018,"Developing countries, unspecified",3ie,253453.0411
13030,2018,"Developing countries, unspecified",Bill and Melinda Gates Foundation,219748857.6
13030,2018,"Developing countries, unspecified",Directorate-general Development Cooperation and Humanitarian Aid,3684858.221
13030,2018,"Developing countries, unspecified",European Commission - International Partnerships,14700459.3
13030,2018,"Developing countries, unspecified","Foreign Affairs, Trade and Development Canada (DFATD)",573.3579865
13030,2018,"Developing countries, unspecified","Foreign, Commonwealth and Development Office",157111633.2
13030,2018,"Developing countries, unspecified",Frontline AIDS,712763.7537
13030,2018,"Developing countries, unspecified",International Planned Parenthood Federation,34404405.43
13030,2018,"Developing countries, unspecified",Ministry for Foreign Affairs of Finland,1772250
13030,2018,"Developing countries, unspecified","Ministry of Foreign Affairs, Denmark",24566118.23
13030,2018,"Developing countries, unspecified",Ministry of Foreign Affairs of the Netherlands,1511604.011
13030,2018,"Developing countries, unspecified",New Zealand Ministry of Foreign Affairs and Trade,866250
13030,2018,"Developing countries, unspecified",Norad - Norwegian Agency for Development Cooperation,30750000
13030,2018,"Developing countries, unspecified",Sweden,3912363.067
13030,2018,"Developing countries, unspecified",U.S. Agency for International Development,374999898
13030,2018,Djibouti,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Dominican Republic (the),"Foreign Affairs, Trade and Development Canada (DFATD)",493888
13030,2018,Dominican Republic (the),Office for Government Policy Coordination,4068000
13030,2018,Dominican Republic (the),UNICEF,
13030,2018,Ecuador,Frontline AIDS,1250
13030,2018,Egypt,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Egypt,U.S. Agency for International Development,2061090.62
13030,2018,Egypt,World Bank,39000000
13030,2018,El Salvador,Frontline AIDS,1250
13030,2018,Eritrea,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Eswatini,Australian Aid,2355.264925
13030,2018,Eswatini,Frontline AIDS,533180.5786
13030,2018,Ethiopia,Bill and Melinda Gates Foundation,7184458.217
13030,2018,Ethiopia,CHOICE for Youth and Sexuality,132879.23
13030,2018,Ethiopia,dance4life,13541.93947
13030,2018,Ethiopia,Ethiopiaid,133580
13030,2018,Ethiopia,"Foreign, Commonwealth and Development Office",80268888.5
13030,2018,Ethiopia,Frontline AIDS,10112.6775
13030,2018,Ethiopia,International Planned Parenthood Federation,70940914.59
13030,2018,Ethiopia,International Rescue Committee Inc.,2893988.552
13030,2018,Ethiopia,Ministry of Foreign Affairs of the Netherlands,4553608.517
13030,2018,Ethiopia,U.S. Agency for International Development,61501626.12
13030,2018,"Europe, regional",Bill and Melinda Gates Foundation,510506.85
13030,2018,"Europe, regional","Foreign Affairs, Trade and Development Canada (DFATD)",3427843.169
13030,2018,Fiji,Australian Aid,574098.9347
13030,2018,Gambia (the),Bill and Melinda Gates Foundation,2205.7392
13030,2018,Ghana,Bill and Melinda Gates Foundation,2746173.398
13030,2018,Ghana,dance4life,7049.478825
13030,2018,Ghana,"Foreign Affairs, Trade and Development Canada (DFATD)",2585195
13030,2018,Ghana,"Foreign, Commonwealth and Development Office",30004.7396
13030,2018,Ghana,International Planned Parenthood Federation,391290.4393
13030,2018,Ghana,Palladium,78975.1676
13030,2018,Ghana,Stichting Simavi,
13030,2018,Ghana,U.S. Agency for International Development,15963729.19
13030,2018,Greece,U.S. Agency for International Development,1605.76
13030,2018,Guatemala,"Foreign Affairs, Trade and Development Canada (DFATD)",493888
13030,2018,Guatemala,UNICEF,112742.268
13030,2018,Guatemala,U.S. Agency for International Development,6266250.01
13030,2018,Guinea,Bill and Melinda Gates Foundation,5682976.62
13030,2018,Guinea,U.S. Agency for International Development,8232784.08
13030,2018,Guinea-Bissau,Bill and Melinda Gates Foundation,182205.7392
13030,2018,Haiti,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Haiti,"Foreign Affairs, Trade and Development Canada (DFATD)",5041130.25
13030,2018,Haiti,Frontline AIDS,1250
13030,2018,Haiti,U.S. Agency for International Development,24717012.6
13030,2018,Honduras,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Honduras,"Foreign Affairs, Trade and Development Canada (DFATD)",1407.131294
13030,2018,Honduras,U.S. Agency for International Development,-3500.04
13030,2018,India,Bill and Melinda Gates Foundation,83212297
13030,2018,India,Frontline AIDS,27042.33
13030,2018,India,Stichting Simavi,987294.2112
13030,2018,India,UNICEF,3720.806
13030,2018,India,U.S. Agency for International Development,18928436.06
13030,2018,Indonesia,Bill and Melinda Gates Foundation,11396836.23
13030,2018,Indonesia,CHOICE for Youth and Sexuality,89688.8016
13030,2018,Indonesia,dance4life,24506.63756
13030,2018,Indonesia,"Foreign Affairs, Trade and Development Canada (DFATD)",2523459
13030,2018,Indonesia,Frontline AIDS,9310.59
13030,2018,Indonesia,Stichting Simavi,
13030,2018,Indonesia,U.S. Agency for International Development,353.62
13030,2018,Iraq,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Jordan,U.S. Agency for International Development,47254801.08
13030,2018,Kenya,Bill and Melinda Gates Foundation,53691835.78
13030,2018,Kenya,CHOICE for Youth and Sexuality,110400.0335
13030,2018,Kenya,dance4life,924.76005
13030,2018,Kenya,"Foreign Affairs, Trade and Development Canada (DFATD)",699848.1398
13030,2018,Kenya,"Foreign, Commonwealth and Development Office",7126789.467
13030,2018,Kenya,Frontline AIDS,8830.7
13030,2018,Kenya,International Development Research Centre,235903.2881
13030,2018,Kenya,International Planned Parenthood Federation,640526.3599
13030,2018,Kenya,Palladium,13476234.33
13030,2018,Kenya,Stichting Simavi,
13030,2018,Kenya,U.S. Agency for International Development,44110675.21
13030,2018,Kiribati,Australian Aid,467562.5
13030,2018,Kiribati,New Zealand Ministry of Foreign Affairs and Trade,313573.6296
13030,2018,Korea (the Democratic People's Republic of),Bill and Melinda Gates Foundation,2100.704
13030,2018,Kyrgyzstan,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Kyrgyzstan,Frontline AIDS,1250
13030,2018,Kyrgyzstan,U.S. Agency for International Development,125544.99
13030,2018,Lao People's Democratic Republic (the),Australian Aid,166859.6653
13030,2018,Lao People's Democratic Republic (the),Bill and Melinda Gates Foundation,2205.7392
13030,2018,Lao People's Democratic Republic (the),World Bank,1616355.2
13030,2018,Lebanon,Frontline AIDS,3656.25
13030,2018,Lebanon,Norad - Norwegian Agency for Development Cooperation,446736
13030,2018,Lebanon,PositiveNegatives,67082
13030,2018,Lesotho,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Liberia,Bill and Melinda Gates Foundation,197855.984
13030,2018,Liberia,U.S. Agency for International Development,4854304.3
13030,2018,Madagascar,AFD,121694.5
13030,2018,Madagascar,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Madagascar,International Planned Parenthood Federation,21000498.55
13030,2018,Madagascar,Options Consultancy Services,18169.61839
13030,2018,Madagascar,U.S. Agency for International Development,15839975.01
13030,2018,Malawi,Amref Flying Doctors,132918.75
13030,2018,Malawi,Bill and Melinda Gates Foundation,1902075.514
13030,2018,Malawi,CHOICE for Youth and Sexuality,87886.41863
13030,2018,Malawi,European Commission - International Partnerships,98950.625
13030,2018,Malawi,"Foreign Affairs, Trade and Development Canada (DFATD)",493888
13030,2018,Malawi,"Foreign, Commonwealth and Development Office",46943270.02
13030,2018,Malawi,International Planned Parenthood Federation,12808770.48
13030,2018,Malawi,Norad - Norwegian Agency for Development Cooperation,1897644
13030,2018,Malawi,Options Consultancy Services,19467.44828
13030,2018,Malawi,Stichting Simavi,673312.2569
13030,2018,Malawi,U.S. Agency for International Development,26585356.18
13030,2018,Mali,Bill and Melinda Gates Foundation,6735435.969
13030,2018,Mali,"Foreign Affairs, Trade and Development Canada (DFATD)",6100305.888
13030,2018,Mali,Ministry of Foreign Affairs of the Netherlands,19353645.82
13030,2018,Mali,U.S. Agency for International Development,15305550.74
13030,2018,Mali,World Bank,-32932.44
13030,2018,Mauritania,AFD,138584.2079
13030,2018,Mauritania,Bill and Melinda Gates Foundation,1856511.089
13030,2018,Mauritania,International Planned Parenthood Federation,1567496.841
13030,2018,Mauritius,European Commission - International Partnerships,317348.5961
13030,2018,Mexico,Australian Aid,36615.65201
13030,2018,Mexico,Frontline AIDS,1250
13030,2018,"Middle East, regional",International Planned Parenthood Federation,56584.05424
13030,2018,"Middle East, regional",U.S. Agency for International Development,-1540.06
13030,2018,"Middle East, regional",Women's Refugee Commission,1056
13030,2018,Mongolia,Australian Aid,10947.18146
13030,2018,Mongolia,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Morocco,"Foreign Affairs, Trade and Development Canada (DFATD)",185208
13030,2018,Morocco,Frontline AIDS,1563.57125
13030,2018,Mozambique,Bill and Melinda Gates Foundation,17855.984
13030,2018,Mozambique,CHOICE for Youth and Sexuality,39528.02297
13030,2018,Mozambique,"Foreign Affairs, Trade and Development Canada (DFATD)",28637959.19
13030,2018,Mozambique,"Foreign, Commonwealth and Development Office",1273982.115
13030,2018,Mozambique,Frontline AIDS,531930.5786
13030,2018,Mozambique,International Planned Parenthood Federation,19719843.7
13030,2018,Mozambique,Ministry of Foreign Affairs of the Netherlands,8047712.816
13030,2018,Mozambique,Norad - Norwegian Agency for Development Cooperation,590400
13030,2018,Mozambique,U.S. Agency for International Development,17190185.47
13030,2018,Myanmar,Bill and Melinda Gates Foundation,2393478.959
13030,2018,Myanmar,"Foreign Affairs, Trade and Development Canada (DFATD)",2366326.176
13030,2018,Myanmar,"Foreign, Commonwealth and Development Office",9585.36685
13030,2018,Myanmar,Frontline AIDS,12538.68375
13030,2018,Namibia,Frontline AIDS,1250
13030,2018,Nepal,Australian Aid,906776.8263
13030,2018,Nepal,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Nepal,"Foreign Affairs, Trade and Development Canada (DFATD)",1856.373739
13030,2018,Nepal,"Foreign, Commonwealth and Development Office",12307181.44
13030,2018,Nepal,Ministry for Foreign Affairs of Finland,27336.3655
13030,2018,Nepal,UNICEF,26746.748
13030,2018,Nepal,U.S. Agency for International Development,22601324.8
13030,2018,Nepal,Women's Refugee Commission,1122
13030,2018,Netherlands (the),CHOICE for Youth and Sexuality,77319.4867
13030,2018,Netherlands (the),Stichting Simavi,1475500
13030,2018,Nicaragua,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Nigeria,Bill and Melinda Gates Foundation,57694489.17
13030,2018,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",9682725.867
13030,2018,Nigeria,"Foreign, Commonwealth and Development Office",7981274.158
