Sector Code - Calculated,Transaction Year - Calculated,Recipient Name,Reporting Organisation Narrative,x_transaction_value_usd_Sum
13030,2016,South Africa,Amref Flying Doctors,86289.56952
13030,2016,South Africa,Bill and Melinda Gates Foundation,513547.654
13030,2016,South Africa,"Foreign, Commonwealth and Development Office",19950.17024
13030,2016,South Africa,Frontline AIDS,124934.1376
13030,2016,South Africa,U.S. Agency for International Development,690547.85
13030,2016,"South America, regional",Frontline AIDS,21395.48512
13030,2016,"South & Central Asia, regional",Bill and Melinda Gates Foundation,-9068.875
13030,2016,"South of Sahara, regional",Bill and Melinda Gates Foundation,13687958.08
13030,2016,"South of Sahara, regional","Foreign Affairs, Trade and Development Canada (DFATD)",161853.2369
13030,2016,"South of Sahara, regional",U.S. Agency for International Development,29296536.57
13030,2016,South Sudan,Bill and Melinda Gates Foundation,14451.5196
13030,2016,South Sudan,"Foreign Affairs, Trade and Development Canada (DFATD)",4964650.801
13030,2016,South Sudan,U.S. Agency for International Development,2409554.99
13030,2016,Sri Lanka,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Sudan (the),Bill and Melinda Gates Foundation,14451.5196
13030,2016,Sudan (the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),663660
13030,2016,Sweden,Amref Flying Doctors,3287.952052
13030,2016,Tajikistan,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Tajikistan,U.S. Agency for International Development,699066.9
13030,2016,"Tanzania, United Republic of",Amref Flying Doctors,13134.2354
13030,2016,"Tanzania, United Republic of",Bill and Melinda Gates Foundation,11811078.59
13030,2016,"Tanzania, United Republic of","Foreign Affairs, Trade and Development Canada (DFATD)",6748692.614
13030,2016,"Tanzania, United Republic of","Foreign, Commonwealth and Development Office",6004924.606
13030,2016,"Tanzania, United Republic of",Frontline AIDS,262552.8031
13030,2016,"Tanzania, United Republic of",U.S. Agency for International Development,29453657.71
13030,2016,Thailand,U.S. Agency for International Development,5947.44
13030,2016,Timor-Leste,Australian Aid,586464.4416
13030,2016,Timor-Leste,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Timor-Leste,U.S. Agency for International Development,1753705.66
13030,2016,Togo,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Uganda,Amref Flying Doctors,10532.72946
13030,2016,Uganda,Bill and Melinda Gates Foundation,10954870.71
13030,2016,Uganda,dance4life,20056.5717
13030,2016,Uganda,Family Life Education Program,
13030,2016,Uganda,"Foreign, Commonwealth and Development Office",72507.53664
13030,2016,Uganda,Frontline AIDS,277809.3329
13030,2016,Uganda,International Planned Parenthood Federation,401255.5536
13030,2016,Uganda,Stichting Simavi,
13030,2016,Uganda,UNICEF,365153.425
13030,2016,Uganda,U.S. Agency for International Development,57139791.98
13030,2016,Ukraine,Frontline AIDS,237058.5989
13030,2016,Ukraine,U.S. Agency for International Development,921331.11
13030,2016,Uzbekistan,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Venezuela (Bolivarian Republic of),UNICEF,126813
13030,2016,Viet Nam,Australian Aid,349258.9299
13030,2016,Viet Nam,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Viet Nam,Frontline AIDS,115071.3979
13030,2016,Yemen,Bill and Melinda Gates Foundation,14451.5196
13030,2016,Yemen,Ministry of Foreign Affairs of the Netherlands,5040387.051
13030,2016,Yemen,U.S. Agency for International Development,-2218.63
13030,2016,Zambia,Abt Associates Inc,16531236.62
13030,2016,Zambia,Bill and Melinda Gates Foundation,237407.806
13030,2016,Zambia,CHOICE for Youth and Sexuality,28882.22459
13030,2016,Zambia,"Foreign, Commonwealth and Development Office",2288938.492
13030,2016,Zambia,U.S. Agency for International Development,16453257.17
13030,2016,Zimbabwe,Bill and Melinda Gates Foundation,116988.492
13030,2016,Zimbabwe,"Foreign, Commonwealth and Development Office",7090115.168
13030,2016,Zimbabwe,Frontline AIDS,147481.4052
13030,2016,Zimbabwe,U.S. Agency for International Development,4009903.79
13030,2016,,Australian Aid,6471929.256
13030,2016,,,331771.9592
13030,2017,Afghanistan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Afghanistan,U.S. Agency for International Development,41816817.96
13030,2017,"Africa, regional",Bill and Melinda Gates Foundation,3712024.398
13030,2017,"Africa, regional","Foreign Affairs, Trade and Development Canada (DFATD)",4000262.638
13030,2017,"Africa, regional","Foreign, Commonwealth and Development Office",22382814.24
13030,2017,"Africa, regional",Frontline AIDS,5544.454598
13030,2017,"Africa, regional",U.S. Agency for International Development,2687531.65
13030,2017,"America, regional","Foreign Affairs, Trade and Development Canada (DFATD)",2151062.638
13030,2017,"America, regional",U.S. Agency for International Development,1610117.14
13030,2017,Angola,U.S. Agency for International Development,8444116.02
13030,2017,Armenia,U.S. Agency for International Development,441174.5
13030,2017,"Asia, regional",Bill and Melinda Gates Foundation,723200
13030,2017,"Asia, regional","Foreign Affairs, Trade and Development Canada (DFATD)",2767462.638
13030,2017,"Asia, regional","Foreign, Commonwealth and Development Office",509891.8088
13030,2017,"Asia, regional",Frontline AIDS,22267.85016
13030,2017,"Asia, regional",International Planned Parenthood Federation,423208.1145
13030,2017,"Asia, regional",U.S. Agency for International Development,904698.64
13030,2017,Bangladesh,Bill and Melinda Gates Foundation,59101.449
13030,2017,Bangladesh,"Foreign Affairs, Trade and Development Canada (DFATD)",6741297.125
13030,2017,Bangladesh,"Foreign, Commonwealth and Development Office",7825861.275
13030,2017,Bangladesh,Ministry of Foreign Affairs of the Netherlands,693345.028
13030,2017,Bangladesh,U.S. Agency for International Development,36816840.61
13030,2017,Benin,AFD,225860
13030,2017,Benin,Bill and Melinda Gates Foundation,408133.5326
13030,2017,Benin,Cordaid,327921.9278
13030,2017,Benin,Ministry of Foreign Affairs of the Netherlands,-6147.9092
13030,2017,Benin,U.S. Agency for International Development,6123240.74
13030,2017,Bhutan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Bolivia (Plurinational State of),Bill and Melinda Gates Foundation,7163.812
13030,2017,Bolivia (Plurinational State of),DFAT / Irish Aid,31290.6444
13030,2017,Bolivia (Plurinational State of),Frontline AIDS,37857.73437
13030,2017,Botswana,Frontline AIDS,40064.40567
13030,2017,Brazil,World Bank,-1275626.72
13030,2017,Burkina Faso,AFD,4058421.864
13030,2017,Burkina Faso,Bill and Melinda Gates Foundation,4836086.619
13030,2017,Burkina Faso,European Commission - International Partnerships,14116250
13030,2017,Burkina Faso,"Foreign Affairs, Trade and Development Canada (DFATD)",2784.154153
13030,2017,Burkina Faso,Frontline AIDS,41582.53942
13030,2017,Burkina Faso,U.S. Agency for International Development,1000000
13030,2017,Burkina Faso,World Bank,4045056.88
13030,2017,Burundi,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Burundi,"Foreign Affairs, Trade and Development Canada (DFATD)",68842.81897
13030,2017,Burundi,Frontline AIDS,95674.31756
13030,2017,Burundi,U.S. Agency for International Development,4476374.62
13030,2017,Cambodia,Bill and Melinda Gates Foundation,7163.812
13030,2017,Cambodia,Frontline AIDS,40953.83942
13030,2017,Cambodia,U.S. Agency for International Development,7702993.68
13030,2017,Cameroon,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Cameroon,Cordaid,800028.5164
13030,2017,Canada,"Foreign Affairs, Trade and Development Canada (DFATD)",6614.48726
13030,2017,Central African Republic (the),Bill and Melinda Gates Foundation,7522.0026
13030,2017,Central African Republic (the),Cordaid,746544.9733
13030,2017,"Central Asia, regional",International Planned Parenthood Federation,149367.5698
13030,2017,"Central Asia, regional",U.S. Agency for International Development,-13716.78
13030,2017,Chad,AFD,1526825.254
13030,2017,Chad,Bill and Melinda Gates Foundation,7522.0026
13030,2017,China,Frontline AIDS,79934.31089
13030,2017,Colombia,UNICEF,64156.545
13030,2017,Comoros (the),Bill and Melinda Gates Foundation,7163.812
13030,2017,Congo (the),Bill and Melinda Gates Foundation,7163.812
13030,2017,Congo (the),U.S. Agency for International Development,16239.96
13030,2017,Congo (the Democratic Republic of the),Bill and Melinda Gates Foundation,37053391.46
13030,2017,Congo (the Democratic Republic of the),Cordaid,1372993.626
13030,2017,Congo (the Democratic Republic of the),"Foreign Affairs, Trade and Development Canada (DFATD)",8956828.495
13030,2017,Congo (the Democratic Republic of the),"Foreign, Commonwealth and Development Office",2638607.415
13030,2017,Congo (the Democratic Republic of the),Frontline AIDS,40064.40567
13030,2017,Congo (the Democratic Republic of the),Ministry of Foreign Affairs of the Netherlands,1998349.427
13030,2017,Congo (the Democratic Republic of the),U.S. Agency for International Development,28734762.63
13030,2017,Côte d'Ivoire,AFD,225860
13030,2017,Côte d'Ivoire,Bill and Melinda Gates Foundation,-19288.576
13030,2017,Côte d'Ivoire,Frontline AIDS,40811.31067
13030,2017,Côte d'Ivoire,UNICEF,31023.108
13030,2017,Côte d'Ivoire,U.S. Agency for International Development,6632.38
13030,2017,"Developing countries, unspecified",3ie,933008.8664
13030,2017,"Developing countries, unspecified",Bill and Melinda Gates Foundation,187901213.4
13030,2017,"Developing countries, unspecified",Directorate-general Development Cooperation and Humanitarian Aid,7889000
13030,2017,"Developing countries, unspecified",European Commission - International Partnerships,19198100
13030,2017,"Developing countries, unspecified","Foreign, Commonwealth and Development Office",106435580.1
13030,2017,"Developing countries, unspecified",Frontline AIDS,844208.2737
13030,2017,"Developing countries, unspecified",International Planned Parenthood Federation,1341608.4
13030,2017,"Developing countries, unspecified","Ministry of Foreign Affairs, Denmark",23470093.91
13030,2017,"Developing countries, unspecified",Ministry of Foreign Affairs of the Netherlands,1909686.955
13030,2017,"Developing countries, unspecified",New Zealand Ministry of Foreign Affairs and Trade,888625
13030,2017,"Developing countries, unspecified",U.S. Agency for International Development,199841175
13030,2017,Djibouti,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Ecuador,"Foreign Affairs, Trade and Development Canada (DFATD)",992.1216888
13030,2017,Ecuador,Frontline AIDS,40814.40567
13030,2017,Egypt,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Egypt,Ministry of Foreign Affairs of the Netherlands,1416541.972
13030,2017,Egypt,U.S. Agency for International Development,3994089.26
13030,2017,El Salvador,Frontline AIDS,40314.40567
13030,2017,El Salvador,U.S. Agency for International Development,5572.41
13030,2017,Eritrea,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Eswatini,Australian Aid,1279.442606
13030,2017,Eswatini,Frontline AIDS,517156.9735
13030,2017,Ethiopia,Bill and Melinda Gates Foundation,9338019.599
13030,2017,Ethiopia,CHOICE for Youth and Sexuality,191727.8557
13030,2017,Ethiopia,dance4life,7410.963492
13030,2017,Ethiopia,Ethiopiaid,244437.5846
13030,2017,Ethiopia,"Foreign, Commonwealth and Development Office",75579055.29
13030,2017,Ethiopia,Frontline AIDS,76359.63205
13030,2017,Ethiopia,International Planned Parenthood Federation,128897.1327
13030,2017,Ethiopia,"Ministry of Foreign Affairs, Denmark",6056000
13030,2017,Ethiopia,Ministry of Foreign Affairs of the Netherlands,2911335.4
13030,2017,Ethiopia,U.S. Agency for International Development,57709524.95
13030,2017,"Europe, regional","Foreign Affairs, Trade and Development Canada (DFATD)",918262.6375
13030,2017,Fiji,Australian Aid,2394229.302
13030,2017,Gabon,MAEDI,24528.028
13030,2017,Gambia (the),Bill and Melinda Gates Foundation,7522.0026
13030,2017,Georgia,U.S. Agency for International Development,-5815.79
13030,2017,Ghana,Bill and Melinda Gates Foundation,1013366.658
13030,2017,Ghana,dance4life,11329.47639
13030,2017,Ghana,"Foreign, Commonwealth and Development Office",1378313.887
13030,2017,Ghana,International Planned Parenthood Federation,241390.3045
13030,2017,Ghana,Ministry of Foreign Affairs of the Netherlands,10213.3892
13030,2017,Ghana,Palladium,5812562.843
13030,2017,Ghana,Savana Signatures,
13030,2017,Ghana,Stichting Simavi,
13030,2017,Ghana,U.S. Agency for International Development,19404420.18
13030,2017,Greece,U.S. Agency for International Development,4389.38
13030,2017,Guatemala,UNICEF,168625.82
13030,2017,Guatemala,U.S. Agency for International Development,10494605.23
13030,2017,Guinea,Bill and Melinda Gates Foundation,362655.93
13030,2017,Guinea,U.S. Agency for International Development,3717489.81
13030,2017,Guinea-Bissau,Bill and Melinda Gates Foundation,457522.7226
13030,2017,Haiti,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Haiti,"Foreign Affairs, Trade and Development Canada (DFATD)",940010.0004
13030,2017,Haiti,Frontline AIDS,40064.40567
13030,2017,Haiti,U.S. Agency for International Development,11229151.41
13030,2017,Honduras,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Honduras,"Foreign Affairs, Trade and Development Canada (DFATD)",1816.753624
13030,2017,Honduras,U.S. Agency for International Development,200936.7
13030,2017,India,Bill and Melinda Gates Foundation,100579312.6
13030,2017,India,Child In Need Institute,27849.94963
13030,2017,India,Frontline AIDS,170837.6645
13030,2017,India,Network for Enterprise Enhancement and Development Support,61863.054
13030,2017,India,Stichting Simavi,455540.5022
13030,2017,India,UNICEF,86426.394
13030,2017,India,U.S. Agency for International Development,13247777.66
13030,2017,India,Voluntary Health Association Of India (VHAI),70323.20495
13030,2017,Indonesia,Australian Aid,162008.4381
13030,2017,Indonesia,Bill and Melinda Gates Foundation,14856785.72
13030,2017,Indonesia,CHOICE for Youth and Sexuality,182274.4244
13030,2017,Indonesia,dance4life,14766.33493
13030,2017,Indonesia,Frontline AIDS,75431.49593
13030,2017,Indonesia,Stichting Simavi,
13030,2017,Indonesia,UNICEF,1162.512
13030,2017,Indonesia,U.S. Agency for International Development,100688.03
13030,2017,Iraq,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Iraq,Syria Relief,12979672
13030,2017,Jordan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),506113.16
13030,2017,Jordan,Syria Relief,12979672
13030,2017,Jordan,U.S. Agency for International Development,18150771.96
13030,2017,Kenya,ACK Development Services (ADS) - Nyanza,
13030,2017,Kenya,Bill and Melinda Gates Foundation,22941658.28
13030,2017,Kenya,Centre for the Study of Adolescence,
13030,2017,Kenya,CHOICE for Youth and Sexuality,160571.0334
13030,2017,Kenya,dance4life,5573.383472
13030,2017,Kenya,"Foreign Affairs, Trade and Development Canada (DFATD)",10125.19479
13030,2017,Kenya,"Foreign, Commonwealth and Development Office",8574264.932
13030,2017,Kenya,Frontline AIDS,83314.85444
13030,2017,Kenya,International Planned Parenthood Federation,373919.2366
13030,2017,Kenya,Kisumu Medical Education Trust - KMET,
13030,2017,Kenya,Palladium,20471650.93
13030,2017,Kenya,Stichting Simavi,
13030,2017,Kenya,U.S. Agency for International Development,38884988.38
13030,2017,Kiribati,Australian Aid,1917000
13030,2017,Kiribati,New Zealand Ministry of Foreign Affairs and Trade,284578.1626
13030,2017,Korea (the Democratic People's Republic of),Bill and Melinda Gates Foundation,7163.812
13030,2017,Kyrgyzstan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Kyrgyzstan,Frontline AIDS,39190.45457
13030,2017,Kyrgyzstan,U.S. Agency for International Development,300000
13030,2017,Lao People's Democratic Republic (the),Bill and Melinda Gates Foundation,7522.0026
13030,2017,Lao People's Democratic Republic (the),World Bank,3045392.4
13030,2017,Lebanon,Frontline AIDS,3664.97533
13030,2017,Lesotho,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Liberia,Bill and Melinda Gates Foundation,510893.122
13030,2017,Liberia,U.S. Agency for International Development,7981036.06
13030,2017,Madagascar,AFD,1988399.515
13030,2017,Madagascar,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Madagascar,Charity Projects Ltd (Comic Relief),1286.8119
13030,2017,Madagascar,U.S. Agency for International Development,14162977.15
13030,2017,Malawi,Amref Flying Doctors,734045
13030,2017,Malawi,Bill and Melinda Gates Foundation,312950.402
13030,2017,Malawi,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),105859.11
13030,2017,Malawi,Centre for Alternatives for Victimised Women and Children,
13030,2017,Malawi,CHOICE for Youth and Sexuality,149747.5421
13030,2017,Malawi,"Foreign, Commonwealth and Development Office",6925795.539
13030,2017,Malawi,Ministry for Foreign Affairs of Finland,252938.3554
13030,2017,Malawi,Norad - Norwegian Agency for Development Cooperation,4860497.483
13030,2017,Malawi,Stichting Simavi,362349.5329
13030,2017,Malawi,U.S. Agency for International Development,12068795.06
13030,2017,Malaysia,Frontline AIDS,52737.11324
13030,2017,Mali,AFD,1129300
13030,2017,Mali,Bill and Melinda Gates Foundation,409082.4226
13030,2017,Mali,"Foreign Affairs, Trade and Development Canada (DFATD)",7373216.426
13030,2017,Mali,Ministry of Foreign Affairs of the Netherlands,13440033.07
13030,2017,Mali,U.S. Agency for International Development,16215381.08
13030,2017,Mali,World Bank,-260356.2
13030,2017,Mauritania,AFD,707909.2826
13030,2017,Mauritania,Bill and Melinda Gates Foundation,-79822.7874
13030,2017,Mexico,Frontline AIDS,40064.40567
13030,2017,"Middle East, regional",Frontline AIDS,3128.581685
13030,2017,"Middle East, regional",International Planned Parenthood Federation,99578.37988
13030,2017,Mongolia,Australian Aid,135063.9074
13030,2017,Mongolia,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Morocco,Frontline AIDS,40064.40567
13030,2017,Mozambique,Bill and Melinda Gates Foundation,60892.402
13030,2017,Mozambique,CHOICE for Youth and Sexuality,56602.67935
13030,2017,Mozambique,"Foreign Affairs, Trade and Development Canada (DFATD)",2292492.344
13030,2017,Mozambique,Frontline AIDS,477092.5678
13030,2017,Mozambique,Ministry of Foreign Affairs of the Netherlands,25160564.59
13030,2017,Mozambique,Norad - Norwegian Agency for Development Cooperation,2473614
13030,2017,Mozambique,U.S. Agency for International Development,18684145.73
13030,2017,Myanmar,Bill and Melinda Gates Foundation,955437.7026
13030,2017,Myanmar,"Foreign, Commonwealth and Development Office",13544582.75
13030,2017,Myanmar,Frontline AIDS,68274.4909
13030,2017,Namibia,Frontline AIDS,62765.51979
13030,2017,Nepal,Australian Aid,701790.1945
13030,2017,Nepal,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Nepal,"Foreign Affairs, Trade and Development Canada (DFATD)",2396.772591
13030,2017,Nepal,"Foreign, Commonwealth and Development Office",2428023.932
13030,2017,Nepal,Ministry for Foreign Affairs of Finland,110291.9552
13030,2017,Nepal,U.S. Agency for International Development,13442960.5
13030,2017,Netherlands (the),CHOICE for Youth and Sexuality,97255.09014
13030,2017,Netherlands (the),Stichting Simavi,
13030,2017,Nicaragua,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Nigeria,Bill and Melinda Gates Foundation,28663355.39
13030,2017,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",760872.2173
13030,2017,Nigeria,"Foreign, Commonwealth and Development Office",12035614.11
13030,2017,Nigeria,Ministry of Foreign Affairs of the Netherlands,1693.95
13030,2017,Nigeria,Palladium,70566112.4
13030,2017,Nigeria,U.S. Agency for International Development,53071522.87
13030,2017,Nigeria,World Bank,-287352.2
13030,2017,Niger (the),AFD,338790
13030,2017,Niger (the),Bill and Melinda Gates Foundation,3774530.432
13030,2017,Niger (the),Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),6897240
13030,2017,Niger (the),U.S. Agency for International Development,49642.28
13030,2017,Niger (the),World Bank,1222942.14
13030,2017,"North & Central America, regional",Bill and Melinda Gates Foundation,382914
13030,2017,"North of Sahara, regional",Bill and Melinda Gates Foundation,7522.0026
13030,2017,"Oceania, regional",International Planned Parenthood Federation,49789.18994
13030,2017,Pakistan,Bill and Melinda Gates Foundation,29000021.32
13030,2017,Pakistan,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),9016000
13030,2017,Pakistan,dance4life,23612.98542
13030,2017,Pakistan,"Foreign Affairs, Trade and Development Canada (DFATD)",9761.781615
13030,2017,Pakistan,"Foreign, Commonwealth and Development Office",80316446.15
13030,2017,Pakistan,International Planned Parenthood Federation,393292.679
13030,2017,Pakistan,Population Services International,2574157.073
13030,2017,Pakistan,U.S. Agency for International Development,36614235.72
13030,2017,Pakistan,World Bank,13857941.91
13030,2017,"Palestine, State of",Bill and Melinda Gates Foundation,7522.0026
13030,2017,"Palestine, State of",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),450800
13030,2017,Papua New Guinea,Australian Aid,12856371.67
13030,2017,Papua New Guinea,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Peru,Frontline AIDS,80654.24787
13030,2017,Peru,UNICEF,8001.198
13030,2017,Philippines (the),Australian Aid,268970.3823
13030,2017,Philippines (the),Bill and Melinda Gates Foundation,5774890.602
13030,2017,Philippines (the),European Commission - International Partnerships,968222.7914
13030,2017,Philippines (the),"Foreign Affairs, Trade and Development Canada (DFATD)",70011.92909
13030,2017,Philippines (the),U.S. Agency for International Development,18987099.81
13030,2017,Russian Federation (the),U.S. Agency for International Development,-73337.11
13030,2017,Rwanda,Bill and Melinda Gates Foundation,2309101.449
13030,2017,Rwanda,"Foreign Affairs, Trade and Development Canada (DFATD)",73344.31356
13030,2017,Rwanda,"Foreign, Commonwealth and Development Office",206968.8166
13030,2017,Rwanda,Save The Children International,118786.0058
13030,2017,Rwanda,U.S. Agency for International Development,9405034.45
13030,2017,Samoa,Australian Aid,1917000
13030,2017,Sao Tome and Principe,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Sao Tome and Principe,UNICEF,3239.552
13030,2017,Senegal,AFD,1752165.991
13030,2017,Senegal,Bill and Melinda Gates Foundation,13656858.3
13030,2017,Senegal,"Foreign Affairs, Trade and Development Canada (DFATD)",1085.133097
13030,2017,Senegal,Frontline AIDS,90404.24109
13030,2017,Senegal,U.S. Agency for International Development,18582285.54
13030,2017,Sierra Leone,Bill and Melinda Gates Foundation,509102.169
13030,2017,Sierra Leone,DFAT / Irish Aid,14260.76652
13030,2017,Solomon Islands,Australian Aid,1917000
13030,2017,Solomon Islands,Bill and Melinda Gates Foundation,60892.402
13030,2017,Somalia,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Somalia,"Foreign, Commonwealth and Development Office",3113815.07
13030,2017,South Africa,Bill and Melinda Gates Foundation,131638.569
13030,2017,South Africa,Frontline AIDS,46469.86709
13030,2017,South Africa,MAEDI,27611.5
13030,2017,South Africa,U.S. Agency for International Development,27113.9
13030,2017,"South America, regional",Frontline AIDS,12131.66768
13030,2017,"South America, regional",International Planned Parenthood Federation,472997.3044
13030,2017,"South & Central Asia, regional",Bill and Melinda Gates Foundation,717638.05
13030,2017,"South of Sahara, regional",Bill and Melinda Gates Foundation,16131449.55
13030,2017,"South of Sahara, regional","Foreign Affairs, Trade and Development Canada (DFATD)",185854.9895
13030,2017,"South of Sahara, regional",International Planned Parenthood Federation,1294518.938
13030,2017,"South of Sahara, regional",U.S. Agency for International Development,20307576.87
13030,2017,South Sudan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,South Sudan,"Foreign Affairs, Trade and Development Canada (DFATD)",4743052.645
13030,2017,South Sudan,U.S. Agency for International Development,997783.37
13030,2017,Sri Lanka,Australian Aid,90975.11654
13030,2017,Sri Lanka,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Sudan (the),Bill and Melinda Gates Foundation,7522.0026
13030,2017,Syrian Arab Republic,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),788900
13030,2017,Syrian Arab Republic,Syria Relief,12979672
13030,2017,Tajikistan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Tajikistan,U.S. Agency for International Development,178607.16
13030,2017,"Tanzania, United Republic of",Bill and Melinda Gates Foundation,8028030.914
13030,2017,"Tanzania, United Republic of","Foreign Affairs, Trade and Development Canada (DFATD)",4362837.084
13030,2017,"Tanzania, United Republic of","Foreign, Commonwealth and Development Office",11363925.41
13030,2017,"Tanzania, United Republic of",Frontline AIDS,517156.9735
13030,2017,"Tanzania, United Republic of",International Development Research Centre,497241.4045
13030,2017,"Tanzania, United Republic of",U.S. Agency for International Development,42084663.52
13030,2017,Timor-Leste,Australian Aid,1381971.217
13030,2017,Timor-Leste,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Timor-Leste,U.S. Agency for International Development,152034.29
13030,2017,Togo,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Togo,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),808714.914
13030,2017,Togo,U.S. Agency for International Development,19452.44
13030,2017,Tonga,Australian Aid,1917000
13030,2017,Turkey,Syria Relief,12979672
13030,2017,Uganda,Bill and Melinda Gates Foundation,5677415.001
13030,2017,Uganda,dance4life,7858.23405
13030,2017,Uganda,DFAT / Irish Aid,36111.6261
13030,2017,Uganda,Family Life Education Program,
13030,2017,Uganda,"Foreign, Commonwealth and Development Office",3078644.324
13030,2017,Uganda,Frontline AIDS,123208.3253
13030,2017,Uganda,International Planned Parenthood Federation,405345.8709
13030,2017,Uganda,Stichting Simavi,
13030,2017,Uganda,UNICEF,483913.297
13030,2017,Uganda,U.S. Agency for International Development,46700037.2
13030,2017,Ukraine,Frontline AIDS,93626.05373
13030,2017,Uzbekistan,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Vanuatu,Australian Aid,2447318.964
13030,2017,Venezuela (Bolivarian Republic of),UNICEF,101041
13030,2017,Viet Nam,Australian Aid,1352034.608
13030,2017,Viet Nam,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Viet Nam,Frontline AIDS,38814.43067
13030,2017,Yemen,Bill and Melinda Gates Foundation,7522.0026
13030,2017,Yemen,Ministry of Foreign Affairs of the Netherlands,3606206.112
13030,2017,Yemen,U.S. Agency for International Development,-160993.7
13030,2017,Zambia,Abt Associates Inc,4716366.699
13030,2017,Zambia,Bill and Melinda Gates Foundation,606747.761
13030,2017,Zambia,CHOICE for Youth and Sexuality,53273.10998
13030,2017,Zambia,"Foreign, Commonwealth and Development Office",9070912.007
13030,2017,Zambia,U.S. Agency for International Development,23510694.18
13030,2017,Zimbabwe,Bill and Melinda Gates Foundation,60892.402
13030,2017,Zimbabwe,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),317475.9
13030,2017,Zimbabwe,"Foreign, Commonwealth and Development Office",14353778.27
13030,2017,Zimbabwe,Frontline AIDS,477092.5678
13030,2017,Zimbabwe,U.S. Agency for International Development,1526877.81
13030,2017,,Australian Aid,7131240
13030,2018,Afghanistan,Bill and Melinda Gates Foundation,2205.7392
13030,2018,Afghanistan,International Planned Parenthood Federation,3000071.221
13030,2018,Afghanistan,UNICEF,9423.656
13030,2018,Afghanistan,U.S. Agency for International Development,31663822.69
13030,2018,Afghanistan,World Bank,
13030,2018,"Africa, regional",Bill and Melinda Gates Foundation,1361173.102
13030,2018,"Africa, regional","Foreign Affairs, Trade and Development Canada (DFATD)",4971243.169
13030,2018,"Africa, regional","Foreign, Commonwealth and Development Office",345702204.4
13030,2018,"Africa, regional",U.S. Agency for International Development,3188457.16
13030,2018,"Africa, regional",Women's Refugee Commission,1122
13030,2018,"America, regional","Foreign Affairs, Trade and Development Canada (DFATD)",4045203.169
13030,2018,"America, regional",U.S. Agency for International Development,722256.29
13030,2018,Angola,U.S. Agency for International Development,3050000
13030,2018,Argentina,Frontline AIDS,2182.89875
13030,2018,Armenia,U.S. Agency for International Development,47621.19
13030,2018,"Asia, regional",Bill and Melinda Gates Foundation,2219968.95
13030,2018,"Asia, regional","Foreign Affairs, Trade and Development Canada (DFATD)",4353883.169
13030,2018,"Asia, regional",Frontline AIDS,-120.3675
13030,2018,"Asia, regional",International Planned Parenthood Federation,240482.2305
13030,2018,"Asia, regional",U.S. Agency for International Development,3351532.87
13030,2018,Azerbaijan,U.S. Agency for International Development,-127228
13030,2018,Bangladesh,Bill and Melinda Gates Foundation,3752467.138
